CPU Name,Price1,CPU Mark,CPU Value2,Thread Mark,Thread Value3,TDP (W),Power Perf.4,Test Date5,Socket,Category,
Intel Xeon E3-1265L @ 2.40GHz,$918.35*,5961,6.49,1499,1.63,45,132,Jul-15,LGA1155,Server,
Intel Core i5-4430S @ 2.70GHz,$159.99*,5956,37.23,1775,11.1,65,91,Dec-13,LGA1150,Desktop,
Intel Core i5-3330 @ 3.00GHz,$200.00*,5953,29.77,1700,8.5,77,77,Oct-12,LGA1155,Desktop,
AMD Opteron 6234,$29.95*,5938,198.27,696,23.25,115,51,Jan-12,G34,Server,
Intel Core i3-10110U @ 2.10GHz,NA,5930,NA,2201,NA,15,395,Oct-19,FCBGA1528,Laptop,
Intel Core i3-1005G1 @ 1.20GHz,$281.00*,5929,21.1,2302,8.19,15,395,Sep-19,FCBGA1526,Laptop,
Intel Core i5-3570T @ 2.30GHz,NA,5914,NA,1711,NA,45,131,Sep-12,LGA1155,Desktop,
Intel Core i5-7442EQ @ 2.10GHz,$250.00*,5901,23.6,1674,6.7,25,236,Jan-19,FCBGA1440,Laptop,
Intel Xeon E5-2609 v3 @ 1.90GHz,$106.03*,5901,55.66,1113,10.5,80,73,Nov-14,LGA2011-v3,Server,
Intel Core i7-2670QM @ 2.20GHz,$138.40 ,5877,42.47,1392,10.06,45,130,Sep-11,PGA988B,Laptop,
Intel Xeon E5-1607 @ 3.00GHz,$27.95*,5877,210.27,1576,56.41,130,45,Aug-12,LGA2011,Server,
Intel Core i5-7360U @ 2.30GHz,NA,5855,NA,2064,NA,15,390,Jun-17,FCBGA1356,Laptop,
AMD PRO A10-8850B,NA,5852,NA,1734,NA,95,61,Jan-16,FM2+,Desktop,
Intel Core i7-965 @ 3.20GHz,$139.99*,5850,41.79,1388,9.92,130,45,Nov-08,LGA1366,Desktop,
Intel Core i5-3340S @ 2.80GHz,$149.99*,5846,38.98,1711,11.41,65,89,Nov-13,LGA1155,Desktop,
Intel Core i3-6300 @ 3.80GHz,$158.99*,5843,36.75,2164,13.61,51,114,Oct-15,LGA 1151,Desktop,
Intel Xeon W5580 @ 3.20GHz,$107.03*,5836,54.53,1428,13.35,130,44,Mar-09,LGA1366,Server,
Intel Core i7-960 @ 3.20GHz,$280.00 ,5797,20.7,1389,4.96,130,44,Oct-09,LGA1366,Desktop,
Intel Xeon X5647 @ 2.93GHz,$19.93*,5797,290.91,1313,65.91,130,44,Jul-11,LGA1366,Server,
Intel Core i5-3335S @ 2.70GHz,NA,5788,NA,1675,NA,65,89,Sep-12,LGA1155,Desktop,
Intel Core i3-7100 @ 3.90GHz,$120.85 ,5780,47.83,2227,18.43,51,113,Jan-17,FCLGA1151,Desktop,
Intel Xeon W3565 @ 3.20GHz,$19.99*,5778,289.06,1426,71.36,130,44,Dec-09,LGA1366,Server,
AMD Opteron 6212,$29.99*,5776,192.62,932,31.1,115,50,May-13,Socket G34,Server,
Intel Core i5-2320 @ 3.00GHz,$93.00 ,5774,62.09,1694,18.22,95,60,Sep-11,LGA1155,Desktop,
Intel Core i7-7560U @ 2.40GHz,NA,5770,NA,2080,NA,15,384,Mar-17,BGA1356,Laptop,
Intel Core i7-2710QE @ 2.10GHz,NA,5768,NA,1384,NA,45,128,Sep-11,PGA988B,Laptop,
Intel Core i5-2380P @ 3.10GHz,$180.00 ,5762,32.01,1678,9.32,95,60,Mar-12,LGA1155,Desktop,
ZHAOXIN KaiXian KX-U6780A@2.7GHz,NA,5760,NA,876,NA,NA,NA,Aug-19,NA,Unknown,
Intel Xeon D-1520 @ 2.20GHz,NA,5755,NA,1021,NA,45,127,Nov-15,BGA 1667,Server,
AMD FX-6120 Six-Core,NA,5752,NA,1285,NA,95,60,Jun-12,AM3+,Desktop,
Intel Pentium Gold G5600F @ 3.90GHz,NA,5736,NA,2272,NA,54,106,Oct-19,FCLGA1151-2,Desktop,
AMD Phenom II X6 1100T,$177.49*,5708,32.16,1250,7.05,125,45,Dec-10,AM3,Desktop,
AMD PRO A10-8770,NA,5707,NA,1775,NA,65,87,Jan-17,AM4,Desktop,
AMD A10-7890K,$199.99*,5706,28.53,1716,8.58,95,60,Apr-16,FM2+,Desktop,
Intel Core i5-3330S @ 2.70GHz,$94.99*,5678,59.78,1652,17.39,65,87,Jan-12,LGA1155,Desktop,
Intel Xeon X3480 @ 3.07GHz,NA,5661,NA,1405,NA,95,59,Mar-12,LGA1156,Server,
Intel Core i5-7287U @ 3.30GHz,NA,5656,NA,1931,NA,28,202,May-18,NA,Laptop,
Intel Core i5-7260U @ 2.20GHz,$557.79 ,5637,10.11,1936,3.47,15,375,Apr-17,BGA1356,Laptop,
Intel Xeon Bronze 3104 @ 1.70GHz,$241.46 ,5632,23.32,970,4.02,85,66,Jan-18,FCLGA3647,Server,
Intel Core i5-4590T @ 2.00GHz,$209.95*,5627,26.8,1687,8.04,35,160,Jun-14,LGA1150,Desktop,
Intel Xeon L5638 @ 2.00GHz,$69.90*,5622,80.43,948,13.57,60,93,Apr-11,LGA1366,Server,
Intel Core i5-6400T @ 2.20GHz,$259.95*,5617,21.61,1519,5.85,35,160,Dec-15,LGA 1151,Desktop,
Intel Core i3-4370 @ 3.80GHz,$309.00*,5616,18.18,2219,7.18,54,104,Sep-14,LGA1150,Desktop,
AMD Opteron 4332 HE,NA,5614,NA,1285,NA,65,86,Sep-15,Socket C32,Server,
Intel Xeon X5570 @ 2.93GHz,$239.95*,5614,23.4,1376,5.74,95,59,May-09,LGA1366,Server,
AMD A10-8850,NA,5604,NA,1742,NA,NA,NA,May-16,NA,Desktop,
AMD PRO A10-9700,$169.00*,5599,33.13,1740,10.3,65,86,Nov-16,AM4,Desktop,
Intel Core i7-6567U @ 3.30GHz,NA,5582,NA,1983,NA,28,199,Feb-16,FCBGA1356,Laptop,
AMD Athlon X4 880K,$99.99*,5580,55.81,1660,16.61,95,58,Apr-16,FM2+,Desktop,
AMD A12-9800,$148.24*,5579,37.64,1861,12.56,65,85,Oct-16,AM4,Desktop,
Intel Xeon E5-1603 @ 2.80GHz,$19.97 ,5577,279.31,1477,73.98,130,42,Jun-12,LGA2011,Server,
Intel Pentium Gold G5600 @ 3.90GHz,$94.97 ,5570,58.66,2237,23.56,54,103,May-18,FCLGA1151-2,Desktop,
Intel Xeon W3550 @ 3.07GHz,$29.99*,5567,185.63,1369,45.68,130,42,Sep-09,LGA1366,Server,
AMD Athlon PRO 300GE,NA,5560,NA,1786,NA,35,158,Oct-19,AM4,Desktop,
AMD Phenom II X6 1090T,$154.04*,5560,36.1,1216,7.9,125,44,Apr-10,AM3,Desktop,
Intel Core i7-2675QM @ 2.20GHz,NA,5546,NA,1300,NA,45,123,Sep-11,BGA1224,Laptop,
Intel Core i7-950 @ 3.07GHz,$39.99 ,5539,138.53,1327,33.21,130,42,Jun-09,LGA1366,Desktop,
Intel Core i5-2310 @ 2.90GHz,$186.33*,5535,29.71,1625,8.72,95,58,Jun-11,LGA1155,Desktop,
Intel Core i3-8145U @ 2.10GHz,$281.00*,5523,19.66,2175,7.74,15,368,Nov-18,FCBGA1528,Laptop,
Intel Core i7-2630QM @ 2.00GHz,$102.02 ,5521,54.12,1312,12.86,45,122,Jan-11,PGA988B,Laptop,
Intel Core i7-880 @ 3.07GHz,$583.00*,5505,9.44,1364,2.34,95,57,Jul-10,LGA1156,Desktop,
Intel Core i3-6100 @ 3.70GHz,$114.99 ,5484,47.69,2105,18.31,51,107,Oct-15,LGA 1151,Desktop,
AMD Athlon 240GE,$62.69 ,5478,87.39,1842,29.39,35,156,Jan-19,AM4,Desktop,
Intel Core i7-2635QM @ 2.00GHz,NA,5478,NA,1296,NA,45,121,Feb-11,BGA1224,Laptop,
AMD A10-7870K,$226.99*,5476,24.12,1578,6.96,95,57,Jun-15,FM2+,Desktop,
AMD PRO A10-8750B,NA,5473,NA,1616,NA,65,84,Nov-15,FM2+,Desktop,
AMD A10-7850K APU,$167.33*,5469,32.69,1575,9.42,95,57,Jan-14,FM2+,Desktop,
Intel Xeon E5-2603 v4 @ 1.70GHz,$260.00*,5469,21.04,953,3.67,85,64,Jul-16,FCLGA2011-3,Server,
AMD A8-8650,NA,5465,NA,1612,NA,65,84,Nov-15,FM2+,Desktop,
AMD Opteron 6176 SE,$159.00*,5465,34.37,737,4.64,140,39,Aug-10,G34,Server,
Intel Pentium Gold G5420 @ 3.80GHz,$73.99 ,5447,73.63,2267,30.64,54,100,Jun-19,FCLGA1151-2,Desktop,
Intel Core i3-4360 @ 3.70GHz,$259.00*,5446,21.03,2142,8.27,54,100,May-14,FCLGA1150,Desktop,
Intel Core i7-875K @ 2.93GHz,$320.76*,5421,16.9,1307,4.08,95,57,Jun-10,LGA1156,Desktop,
AMD Athlon X4 860K,$134.95*,5410,40.09,1600,11.86,95,56,Sep-14,FM2+,Desktop,
AMD Athlon X4 845,$53.13*,5408,101.8,1753,33,65,83,Mar-16,FM2+,Desktop,
AMD FX-6100 Six-Core,$258.00*,5405,20.95,1187,4.6,95,56,Oct-11,AM3+,Desktop,
Intel Xeon X5560 @ 2.80GHz,$33.99*,5405,159.04,1292,38.02,95,56,Apr-09,LGA1366,Server,
AMD Opteron 3280,$273.18*,5403,19.78,906,3.32,65,83,Aug-12,AM3+,Server,
Intel Xeon W3540 @ 2.93GHz,$19.92*,5399,271.06,1306,65.59,130,41,Jun-09,LGA1366,Server,
Intel Core i3-6098P @ 3.60GHz,$133.74*,5387,40.28,2077,15.53,54,99,Feb-16,LGA 1151,Desktop,
Intel Core i5-2500S @ 2.70GHz,$74.99*,5386,71.84,1813,24.18,65,82,Feb-11,LGA1155,Desktop,
AMD A10-9700,$83.26 ,5383,64.66,1728,20.76,65,82,Dec-16,AM4,Desktop,
AMD A10 PRO-7850B APU,NA,5380,NA,1601,NA,95,56,Nov-14,FM2+,Desktop,
Intel Core i3-7300T @ 3.50GHz,$181.59*,5369,29.57,1928,10.62,35,153,May-17,FCLGA1151,Desktop,
Intel Core i7-2715QE @ 2.10GHz,NA,5365,NA,1271,NA,45,119,Sep-11,BGA1023,Laptop,
Intel Core i5-2300 @ 2.80GHz,$79.99*,5362,67.04,1574,19.68,95,56,Jan-11,LGA1155,Desktop,
AMD Opteron 6164 HE,NA,5351,NA,613,NA,85,62,Jun-13,Socket G34,Server,
AMD FX-4350 Quad-Core,$430.00 ,5340,12.42,1529,3.56,125,42,Jun-13,AM3+,Desktop,
Intel Core i7-870 @ 2.93GHz,$95.35 ,5339,56,1303,13.67,95,56,Sep-09,LGA1156,Desktop,
Intel Core i7-940 @ 2.93GHz,$103.99*,5332,51.27,1275,12.26,130,41,Dec-08,LGA1366,Desktop,
AMD FX-4330,NA,5328,NA,1497,NA,95,56,Dec-15,AM3+,Desktop,
Intel Xeon X3470 @ 2.93GHz,$159.95 ,5326,33.3,1328,8.31,95,56,Jul-10,LGA1156,Server,
AMD Phenom II X6 1075T,$112.99*,5325,47.13,1191,10.54,125,42,Sep-10,AM3,Desktop,
AMD A8-7680,$59.99*,5322,88.73,1700,28.34,45,118,Jan-19,FM2+,Laptop,
Intel Xeon D-1518 @ 2.20GHz,NA,5322,NA,1030,NA,35,152,Jun-16,FCBGA1667,Server,
AMD Athlon X4 870K,$79.99*,5320,66.52,1591,19.9,95,56,Mar-16,FM2+,Desktop,
AMD PRO A8-9600,$119.00*,5277,44.35,1604,13.48,65,81,Sep-16,AM4,Desktop,
Intel Xeon X5550 @ 2.67GHz,$304.85*,5270,17.29,1262,4.14,95,55,Apr-09,LGA1366,Server,
AMD Opteron 6172,$198.00*,5261,26.57,711,3.59,115,45,Aug-10,G34,Server,
Intel Xeon E5640 @ 2.67GHz,$27.99*,5250,187.6,1159,41.43,80,65,May-10,LGA1366,Server,
Intel Core i3-6300T @ 3.30GHz,$154.99*,5247,33.86,1902,12.27,35,149,Oct-15,LGA 1151,Desktop,
Intel Core i3-4340 @ 3.60GHz,$169.99*,5242,30.84,2086,12.27,54,97,Jan-13,LGA1150,Desktop,
AMD Athlon 220GE,$69.83 ,5237,75,1756,25.16,35,149,Mar-19,AM4,Laptop,
AMD Athlon X4 950,$80.98 ,5225,64.52,1697,20.96,65,80,Sep-17,AM4,Desktop,
AMD PRO A8-8650B,NA,5223,NA,1560,NA,65,80,Nov-15,FM2+,Desktop,
Intel Pentium Gold G5400 @ 3.70GHz,$64.99 ,5218,80.3,2179,33.54,54,96,Apr-18,FCLGA1151-2,Desktop,
Intel Xeon W3530 @ 2.80GHz,$293.95*,5217,17.75,1267,4.31,130,40,May-10,LGA1366,Server,
Intel Pentium G4620 @ 3.70GHz,$113.66*,5214,45.88,2130,18.75,51,102,Jan-17,FCLGA1151,Desktop,
Intel Xeon E5-2418L @ 2.00GHz,NA,5202,NA,1089,NA,50,104,Mar-16,LGA 1356,Server,
Intel Pentium Gold G5500 @ 3.80GHz,$169.94*,5195,30.57,2158,12.7,54,96,May-18,FCLGA1151-2,Desktop,
Intel Core i3-4170 @ 3.70GHz,$266.79 ,5192,19.46,2128,7.98,54,96,May-15,LGA1150,Desktop,
Intel Core i3-7101TE @ 3.40GHz,$117.00*,5189,44.36,1962,16.78,35,148,Oct-17,FCLGA1151,Desktop,
AMD PRO A12-8870E,NA,5186,NA,1732,NA,35,148,Nov-16,AM4,Desktop,
Intel Xeon E5-2603 v3 @ 1.60GHz,$67.23 ,5179,77.05,934,13.89,85,60,Jan-15,LGA2011-v3,Server,
AMD Athlon PRO 200GE,NA,5163,NA,1658,NA,35,147,May-18,AM4,Desktop,
Intel Core i5-7300U @ 2.60GHz,$469.99 ,5161,10.98,1956,4.16,15,344,Feb-17,FCBGA1356,Laptop,
Intel Xeon E5-2609 v2 @ 2.50GHz,$47.50*,5160,108.63,1289,27.14,80,64,Apr-14,LGA 2011,Server,
Intel Pentium Gold G5420T @ 3.20GHz,$64.00*,5156,80.57,1924,30.06,35,147,Oct-19,FCLGA1151-2,Desktop,
Intel Xeon X3460 @ 2.80GHz,$357.00*,5147,14.42,1271,3.56,95,54,Jan-10,LGA1156,Server,
Intel Core i7-930 @ 2.80GHz,$101.00 ,5132,50.82,1219,12.08,130,39,Feb-10,LGA1366,Desktop,
Intel Core i7-7500U @ 2.70GHz,NA,5124,NA,1912,NA,15,341,Oct-16,FCBGA1356,Laptop,
AMD A10-7700K APU,$125.47*,5120,40.81,1504,11.99,95,53,Jan-14,FM2+,Desktop,
AMD Ryzen 3 PRO 2100GE,NA,5113,NA,1694,NA,35,146,May-19,AM4,Desktop,
Intel Core i7-7600U @ 2.80GHz,NA,5110,NA,1975,NA,15,340,Jan-17,FCBGA1356,Laptop,
AMD A12-9800E,$131.38*,5087,38.72,1623,12.36,35,145,Sep-17,AM4,Desktop,
Intel Core i3-4330 @ 3.50GHz,$109.00 ,5087,46.67,2027,18.6,54,94,Jan-13,LGA1150,Desktop,
AMD A8-7670K,$161.10*,5083,31.56,1538,9.55,95,53,Sep-15,FM2+,Desktop,
Intel Core i5-2405S @ 2.50GHz,$208.00*,5082,24.44,1613,7.76,65,78,Jun-11,LGA1155,Desktop,
Intel Pentium G4600 @ 3.60GHz,$239.95 ,5076,21.16,2058,8.58,51,99,Jan-17,FCLGA1151,Desktop,
AMD Athlon X4 840,$78.74*,5070,64.39,1557,19.78,65,78,Jan-15,FM2+,Desktop,
AMD Embedded R-Series RX-418GD Radeon R6,NA,5068,NA,1536,NA,35,144,Mar-18,FP4,Laptop,
AMD PRO A10-9700E,$139.00*,5066,36.45,1638,11.79,35,144,Jul-16,AM4,Desktop,
AMD A10-8750,NA,5064,NA,1623,NA,65,77,Sep-15,FM2+,Desktop,
AMD A8-7600 APU,$146.94*,5063,34.46,1543,10.5,65,77,Jul-14,FM2+,Desktop,
Intel Xeon E5630 @ 2.53GHz,$35.00*,5055,144.43,1139,32.55,80,63,May-10,LGA1366,Server,
Intel Core i3-7100T @ 3.40GHz,$145.92 ,5049,34.6,1917,13.14,35,144,Feb-17,FCLGA1151,Desktop,
Intel Core i3-4160 @ 3.60GHz,$89.99 ,5048,56.1,2070,23.01,54,93,Aug-14,FCLGA1150,Desktop,
AMD A10-7860K,$175.00*,5047,28.85,1572,8.98,65,77,Mar-16,FM2+,Desktop,
AMD Phenom II X6 1405T,NA,5042,NA,1055,NA,95,53,Jan-18,AM2+,AM3,Desktop
AMD PRO A10-8770E,NA,5035,NA,1653,NA,35,143,Jan-17,AM4,Desktop,
AMD Phenom II X6 1065T,NA,5029,NA,1107,NA,95,52,Mar-11,AM3,Desktop,
AMD Opteron 4365 EE,NA,5025,NA,910,NA,40,125,Apr-17,Socket C32,Server,
Intel Core i7-860 @ 2.80GHz,$289.95*,5024,17.33,1236,4.26,95,52,Sep-09,LGA1156,Desktop,
AMD FX-870K Quad Core,NA,5021,NA,1539,NA,NA,NA,Oct-16,NA,Unknown,
Intel Core i3-8130U @ 2.20GHz,$281.00*,5017,17.86,1928,6.86,15,334,Apr-18,FCBGA1356,Laptop,
AMD PRO A8-8670E,NA,5015,NA,1546,NA,35,143,Aug-17,AM4,Desktop,
Intel Xeon E5-4603 @ 2.00GHz,890.99*,5014,2.65,1062,0.56,95,52,Mar-14,LGA 2011,Server,
Intel Core i5-7267U @ 3.10GHz,NA,4999,NA,1752,NA,28,178,Jul-17,BGA1356,Laptop,
AMD FX-4320,NA,4997,NA,1488,NA,95,52,Jan-16,AM3+,Desktop,
Intel Core i3-4350 @ 3.60GHz,$169.99*,4990,29.36,2096,12.34,54,92,Jun-14,LGA1150,Desktop,
Intel Core i5-2400S @ 2.50GHz,$89.00 ,4988,56.06,1608,18.07,65,76,Jan-11,LGA1155,Desktop,
AMD A10 PRO-7800B APU,NA,4979,NA,1553,NA,65,76,Oct-14,FM2+,Desktop,
Intel Core i7-6650U @ 2.20GHz,NA,4977,NA,1814,NA,15,331,Nov-15,FCBGA1356,Laptop,
AMD A10-7800 APU,$103.39*,4974,48.11,1537,14.87,65,76,Jun-14,FM2+,Desktop,
Intel Core i5-4460T @ 1.90GHz,NA,4971,NA,1505,NA,35,142,Sep-14,LGA1150,Desktop,
AMD A8-9600,$67.99 ,4968,73.08,1573,23.14,65,76,Apr-17,AM4,Desktop,
AMD Phenom II X6 1055T,$109.05 ,4966,45.54,1110,10.18,125,39,Apr-10,AM3,Desktop,
AMD Athlon 200GE,$63.99 ,4956,77.45,1636,25.57,35,141,Sep-18,AM4,Desktop,
Intel Core i7-5557U @ 3.10GHz,$705.00*,4953,7.03,1893,2.69,28,176,Mar-15,FCBGA1168,Laptop,
Intel Xeon W3520 @ 2.67GHz,$48.00*,4940,102.93,1202,25.06,130,38,Mar-09,LGA1366,Server,
Intel Core i3-4570T @ 2.90GHz,NA,4934,NA,1931,NA,35,140,Feb-14,FCLGA1150,Desktop,
AMD A8-7650K,$114.99 ,4929,42.87,1469,12.78,65,75,Feb-15,FM2+,Desktop,
Intel Core i5-24050S @ 2.50GHz,NA,4928,NA,1332,NA,65,75,Apr-13,LGA1155, FCLGA11,Desktop
Intel Core i7-860S @ 2.53GHz,$199.99*,4919,24.6,1319,6.6,82,59,Apr-11,LGA1156,Desktop,
Intel Core i7-4610M @ 3.00GHz,NA,4915,NA,1973,NA,37,132,Jun-14,FPGA946,FPGA947,Laptop
Intel Core i7-920 @ 2.67GHz,$41.00 ,4913,119.85,1166,28.46,130,37,Nov-08,LGA1366,Desktop,
Intel Core i3-4150 @ 3.50GHz,$99.00 ,4901,49.51,2009,20.3,54,90,May-14,FCLGA1150,Desktop,
Intel Core i7-4600M @ 2.90GHz,NA,4900,NA,1957,NA,37,132,Oct-13,PGA946,Laptop,
Intel Core i5-6267U @ 2.90GHz,NA,4888,NA,1730,NA,28,174,Apr-16,FCBGA1356,Laptop,
AMD Opteron X3421 APU,NA,4886,NA,1542,NA,35,139,Jun-17,NA,Server,
Intel Pentium Gold G5400T @ 3.10GHz,$64.00*,4884,76.31,1870,29.22,35,139,Oct-18,FCLGA1151-2,Server,
AMD FX-4170 Quad-Core,$99.99*,4870,48.71,1403,14.04,125,38,Mar-12,AM3+,Desktop,
Intel Core i3-4370T @ 3.30GHz,$138.00*,4870,35.29,1942,14.08,35,139,Nov-17,FCLGA1150,Desktop,
Intel Xeon X5492 @ 3.40GHz,391.29*,4865,3.5,1448,1.04,150,32,Jan-08,LGA771,Server,
AMD Opteron 6274,$44.99 ,4865,108.15,842,18.73,115,42,Feb-12,G34,Server,
Intel Pentium G4560 @ 3.50GHz,$106.93 ,4863,45.49,1986,18.58,54,90,Jan-17,FCLGA1151,Desktop,
Intel Core i5-4340M @ 2.90GHz,NA,4861,NA,1966,NA,37,131,Jun-14,NA,Laptop,
AMD A10-6800K APU,$87.76*,4857,55.34,1531,17.45,100,48,Jun-13,FM2,Desktop,
Intel Core i3-6100T @ 3.20GHz,$134.99*,4856,35.97,1820,13.49,35,138,Nov-15,LGA 1151,Desktop,
Intel Atom C3858 @ 2.00GHz,$332.00*,4852,14.62,771,2.32,25,194,Jul-18,FCBGA1310,Server,
Intel Core i7-870S @ 2.67GHz,NA,4849,NA,1239,NA,82,59,Dec-10,LGA1156,Desktop,
AMD A10-6800B APU,NA,4822,NA,1564,NA,100,48,Feb-14,FM2,Desktop,
Intel Core i5-4570T @ 2.90GHz,$209.95 ,4818,22.95,1983,9.45,35,137,Jan-13,LGA1150,Desktop,
Intel Core i7-6560U @ 2.20GHz,NA,4818,NA,1716,NA,15,321,Feb-16,NA,Laptop,
AMD FX-770K Quad-Core,NA,4814,NA,1511,NA,65,74,Dec-14,FM2+,Desktop,
Intel Core i3-4130 @ 3.40GHz,$89.99 ,4804,53.39,1959,21.78,54,88,Jan-13,LGA1150,Desktop,
Intel Core i3-8121U @ 2.20GHz,NA,4802,NA,1654,NA,15,320,Dec-18,NA,Laptop,
AMD Phenom II X6 1045T,$108.01*,4800,44.44,1069,9.91,95,50,Sep-10,AM3,Desktop,
Intel Core i7-6600U @ 2.60GHz,NA,4800,NA,1803,NA,15,320,Sep-15,FCBGA1356,Laptop,
AMD FX-9830P,NA,4783,NA,1633,NA,35,136,Dec-16,FP4,Laptop,
Intel Core i7-4578U @ 3.00GHz,NA,4780,NA,1988,NA,28,170,Sep-14,FCBGA1168,Laptop,
Intel Xeon E5620 @ 2.40GHz,$58.99*,4770,80.87,1066,18.08,80,59,Jun-10,LGA1366,Server,
AMD PRO A12-9800E,$169.00*,4769,28.22,1614,9.55,35,136,Jan-17,AM4,Desktop,
Intel Core i3-7167U @ 2.80GHz,NA,4757,NA,1644,NA,28,169,Dec-18,NA,Laptop,
AMD A8 PRO-7600B APU,NA,4752,NA,1446,NA,65,73,Sep-14,FM2+,Desktop,
Intel Core i5-6287U @ 3.10GHz,$304.00*,4751,15.63,1764,5.8,28,169,Oct-17,FCBGA1356,Laptop,
AMD A10-9700E,$109.98 ,4747,43.17,1534,13.95,35,135,Nov-17,AM4,Desktop,
Intel Xeon E5540 @ 2.53GHz,$59.00*,4747,80.46,1143,19.38,80,59,Jul-09,LGA1366,Server,
Intel Xeon X3450 @ 2.67GHz,$79.95*,4747,59.39,1152,14.41,95,49,Nov-09,LGA1156,Server,
Intel Xeon E5-2407 v2 @ 2.40GHz,$91.75 ,4724,51.49,1140,12.43,80,59,Sep-14,FCLGA1356,Server,
AMD A10-6790K APU,$94.99*,4714,49.64,1480,15.59,100,47,Dec-13,FM2,Desktop,
AMD Opteron 2435,$65.00 ,4708,72.44,912,14.04,75,62,Mar-13,F (1207),Server,
AMD Ryzen 3 3200U,NA,4704,NA,1654,NA,15,313,Apr-19,FP5,Laptop,
AMD Athlon X4 830,NA,4701,NA,1360,NA,65,72,Feb-18,FM2+,Desktop,
Intel Core i5-5287U @ 2.90GHz,NA,4700,NA,1839,NA,28,167,Aug-15,FCBGA1168,Laptop,
AMD FX-4300 Quad-Core,$140.00 ,4695,33.54,1409,10.07,95,49,Dec-12,AM3+,Desktop,
AMD Athlon 300U,NA,4688,NA,1588,NA,15,312,Jul-19,FP5,Laptop,
Intel Core i5-6360U @ 2.00GHz,NA,4686,NA,1743,NA,15,312,Jan-17,FCBGA1356,Laptop,
Intel Core i7-3540M @ 3.00GHz,$429.95*,4667,10.86,1829,4.25,35,133,Jan-13,rPGA988B,Laptop,
AMD Phenom II X6 1035T,$189.00*,4665,24.68,1019,5.39,95,49,May-10,AM3,Desktop,
AMD Opteron X3418 APU,NA,4659,NA,1506,NA,25,186,Mar-19,NA,Server,
Intel Core i5-4310M @ 2.70GHz,NA,4654,NA,1895,NA,37,125,May-14,NA,Laptop,
AMD A10-5800K APU,$149.99*,4648,30.99,1458,9.72,100,46,Oct-12,FM2,Desktop,
Intel Core i5-2500T @ 2.30GHz,$89.99*,4647,51.64,1568,17.43,45,103,Jun-11,LGA1155,Desktop,
Intel Core2 Extreme X9775 @ 3.20GHz,805.95*,4646,2.57,1390,0.77,150,30,Feb-09,LGA771,Desktop,
Intel Core i3-4360T @ 3.20GHz,NA,4636,NA,1893,NA,35,132,Aug-14,LGA1150,Desktop,
AMD Embedded R-Series RX-421BD,NA,4635,NA,1505,NA,35,132,Nov-15,BGA (FP4),Laptop,
AMD Opteron 6136,$110.00*,4631,42.1,533,4.85,115,40,Jun-13,Socket G34,Server,
AMD FX-7600P APU,NA,4627,NA,1511,NA,35,132,Oct-14,FP3,Laptop,
Intel Core i3-7100H @ 3.00GHz,$225.00*,4627,20.57,1730,7.69,35,132,Oct-17,FCBGA1440,Laptop,
Intel Core2 Extreme X9770 @ 3.20GHz,608.95*,4614,2.87,1369,0.85,136,33,Nov-08,LGA775,Desktop,
AMD A10-5800B APU,NA,4614,NA,1489,NA,100,46,Jul-13,FM2,Desktop,
AMD A8-6500B APU,NA,4612,NA,1481,NA,65,70,Apr-14,FM2,Desktop,
AMD FX-B4150 Quad-Core,NA,4611,NA,1361,NA,95,48,Feb-13,AM3+,Desktop,
Intel Xeon E5-2609 @ 2.40GHz,$96.04*,4607,47.97,1219,12.7,80,57,Apr-12,LGA2011,Server,
AMD A10-6700 APU,$116.99*,4605,39.37,1519,12.99,65,70,Jun-13,FM2,Desktop,
Intel Xeon X3380 @ 3.16GHz,$509.95*,4600,9.02,1348,2.64,95,48,Jan-09,LGA775,Server,
AMD Athlon X4 760K Quad Core,$41.98*,4597,109.51,1444,34.42,100,45,Aug-13,FM2,Desktop,
AMD FX-4150 Quad-Core,NA,4594,NA,1361,NA,125,36,Dec-13,AM3+,Desktop,
AMD A8-6600K APU,$96.99*,4592,47.35,1461,15.06,100,45,Jun-13,FM2,Desktop,
AMD Ryzen 3 2200U,NA,4587,NA,1586,NA,15,305,Dec-17,FP5,Laptop,
Intel Xeon X5470 @ 3.33GHz,$189.00*,4578,24.23,1385,7.33,120,38,Mar-09,LGA771,Server,
Intel Core i5-7200U @ 2.50GHz,$281.00*,4563,16.24,1716,6.11,15,304,Oct-16,FCBGA1356,Laptop,
AMD Ryzen Embedded R1505G,NA,4555,NA,1654,NA,15,303,Jul-19,FP5,Laptop,
Intel Core 860 @ 2.80GHz,$169.00*,4555,26.96,1093,6.47,NA,NA,Jan-10,NA,Unknown,
AMD Athlon X4 750 Quad Core,NA,4551,NA,1462,NA,65,70,Mar-15,FM2,Desktop,
Intel Core i5-4330M @ 2.80GHz,$274.99*,4551,16.55,1838,6.68,37,123,Oct-13,NA,Laptop,
AMD FX-670K Quad-Core,NA,4550,NA,1519,NA,65,70,Apr-14,FM2,Desktop,
Intel Core i5-4400E @ 2.70GHz,$266.00*,4548,17.1,1899,7.14,37,122,Mar-14,BGA1364,Desktop,
Intel Core i7-3520M @ 2.90GHz,$132.02*,4547,34.45,1781,13.5,35,129,Jun-12,BGA1023,Laptop,
AMD FirePro A320 APU,NA,4540,NA,1432,NA,100,45,Aug-16,FM2,Desktop,
